Draw Date,Winning Numbers,Bonus #,Extra #
08/22/2009,22 32 34 43 55 56,48,18
06/17/2009,22 40 42 43 45 55,48,1
01/31/2009,23 26 29 31 40 58,44,51
01/03/2009,28 35 39 46 52 57,2,6
12/06/2008,25 28 29 35 51 55,10,43
08/02/2008,22 26 31 36 39 50,28,19
04/09/2008,25 26 33 45 47 48,18,46
03/22/2008,25 30 33 41 42 54,9,35
01/16/2008,28 37 38 40 50 56,48,16
01/12/2008,25 27 34 48 55 58,56,45
12/19/2007,20 22 31 32 43 45,57,9
11/21/2007,22 31 34 40 45 52,43,1
11/14/2007,21 23 28 38 42 47,44,29
10/10/2007,20 23 26 29 50 56,39,40
10/03/2007,21 26 36 39 51 54,49,56
08/04/2007,23 27 35 36 38 45,30,31
06/23/2007,24 31 39 42 49 52,11,26
06/13/2007,23 24 29 35 37 46,32,38
04/07/2007,29 30 43 49 55 56,34,46
02/03/2007,25 36 38 44 55 57,26,
01/13/2007,28 31 40 43 50 59,49,
11/25/2006,24 25 38 41 49 59,6,
10/18/2006,20 24 34 36 37 56,11,
07/22/2006,27 31 32 33 51 53,20,
06/28/2006,20 27 29 50 53 59,26,
05/20/2006,21 23 31 40 42 52,18,
04/26/2006,21 27 49 55 58 59,52,
04/22/2006,24 25 27 42 46 57,28,
03/18/2006,21 27 29 33 39 44,47,
02/25/2006,20 28 37 40 52 53,32,
01/28/2006,20 34 36 47 52 59,35,
01/18/2006,22 37 38 44 55 59,16,
11/30/2005,25 30 35 40 43 59,36,
06/04/2005,23 29 46 48 52 57,15,
05/18/2005,20 34 41 47 54 57,58,
05/07/2005,21 30 32 38 46 53,23,
04/06/2005,22 26 29 31 35 49,50,
01/29/2005,20 30 39 46 47 58,59,
01/22/2005,20 28 38 40 44 59,9,
01/15/2005,22 28 31 45 49 56,44,
01/05/2005,21 27 28 52 56 57,39,
11/24/2004,24 27 36 42 50 52,16,
09/22/2004,24 27 35 36 51 58,52,
09/01/2004,25 29 33 37 42 51,59,
08/25/2004,23 31 34 35 43 46,30,
07/07/2004,22 26 32 44 46 56,4,
06/30/2004,20 26 31 39 42 55,44,
05/08/2004,20 21 30 36 44 58,19,
03/20/2004,25 45 46 49 51 58,4,
02/04/2004,23 30 46 49 53 58,25,
11/22/2003,21 24 31 35 45 54,44,
11/15/2003,22 25 35 37 44 52,31,
10/15/2003,24 29 42 43 47 53,59,
10/01/2003,23 25 31 38 43 44,52,
09/06/2003,27 29 31 38 51 52,41,
09/03/2003,20 30 33 36 38 57,13,
07/30/2003,29 32 34 37 52 57,20,
03/26/2003,21 32 38 47 48 58,46,
02/01/2003,21 29 38 39 51 54,35,
01/22/2003,20 24 31 38 43 47,29,
01/01/2003,22 37 40 44 45 49,38,
11/06/2002,24 27 37 50 51 58,55,
07/10/2002,27 36 37 51 58 59,7,
03/30/2002,21 24 36 38 41 47,2,
11/17/2001,21 27 29 34 41 48,37,
09/29/2001,21 25 27 39 44 56,45,
09/22/2001,21 25 39 50 54 59,53,
