Draw Date,Winning Numbers,Bonus #,Extra #
02/12/2011,08 16 21 36 41 44,23,
12/08/2010,08 15 21 28 53 56,45,
10/09/2010,08 13 15 16 39 53,33,
09/29/2010,08 13 20 35 41 52,42,
09/11/2010,08 16 37 39 45 48,36,
09/01/2010,08 16 19 25 45 48,21,
08/14/2010,08 13 28 30 33 36,6,
06/12/2010,08 13 18 19 29 59,24,
05/15/2010,08 20 28 52 58 59,27,17
05/05/2010,08 11 15 24 52 53,39,59
04/17/2010,08 13 25 34 46 54,48,36
04/10/2010,08 24 44 53 54 59,31,40
01/30/2010,08 12 29 32 40 47,35,13
12/12/2009,08 16 33 36 43 52,15,48
10/28/2009,08 12 22 32 35 56,15,31
09/30/2009,08 14 17 26 36 54,37,20
07/11/2009,08 12 25 32 52 58,50,47
06/03/2009,08 14 15 40 45 49,48,19
04/11/2009,08 14 15 31 50 56,48,44
12/24/2008,08 15 28 37 40 47,1,54
12/13/2008,08 16 27 35 37 41,14,12
10/11/2008,08 10 16 19 38 54,46,59
08/27/2008,08 21 32 34 37 44,18,12
08/13/2008,08 13 34 44 53 58,10,36
06/25/2008,08 22 32 41 53 57,23,16
05/24/2008,08 24 33 35 44 53,10,54
02/20/2008,08 09 17 48 54 55,19,51
12/29/2007,08 09 24 39 40 47,14,53
12/15/2007,08 09 13 21 24 54,27,22
10/20/2007,08 09 21 39 40 48,33,49
09/15/2007,08 16 17 30 41 48,46,54
07/07/2007,08 36 38 49 50 59,9,29
04/04/2007,08 09 40 44 52 55,18,14
03/14/2007,08 14 25 27 42 47,36,56
01/27/2007,08 24 36 52 53 57,22,
12/09/2006,08 18 25 38 49 51,10,
10/28/2006,08 10 24 29 48 49,39,
07/08/2006,08 11 20 34 37 57,40,
05/06/2006,08 11 12 20 41 51,16,
02/15/2006,08 25 35 40 46 59,58,
01/25/2006,08 25 27 40 47 48,55,
12/03/2005,08 19 27 43 49 51,35,
10/19/2005,08 20 50 52 54 56,17,
10/12/2005,08 13 15 40 42 56,22,
07/20/2005,08 30 51 54 57 58,33,
07/13/2005,08 09 11 13 25 53,28,
05/14/2005,08 16 23 34 43 49,56,
05/04/2005,08 12 20 53 56 59,58,
03/05/2005,08 36 40 41 46 54,15,
02/23/2005,08 27 32 35 51 59,4,
01/01/2005,08 18 37 46 49 57,56,
10/23/2004,08 28 31 32 42 52,12,
09/11/2004,08 13 15 18 19 46,44,
09/04/2004,08 17 22 39 44 54,14,
07/21/2004,08 22 25 28 36 56,26,
07/03/2004,08 15 19 27 38 59,17,
05/26/2004,08 20 30 49 50 57,44,
11/26/2003,08 12 21 51 54 56,26,
09/20/2003,08 16 17 25 40 54,1,
08/27/2003,08 12 22 30 41 44,32,
07/02/2003,08 13 29 30 37 53,14,
05/24/2003,08 20 33 36 42 57,40,
05/07/2003,08 43 46 48 53 55,10,
03/01/2003,08 20 30 32 46 58,40,
11/09/2002,08 26 34 35 44 50,23,
09/28/2002,08 39 42 44 48 49,3,
04/27/2002,08 09 10 22 31 49,20,
03/23/2002,08 23 25 26 40 58,18,
03/09/2002,08 20 22 24 33 41,29,
02/27/2002,08 19 22 31 44 53,25,
11/07/2001,08 18 21 22 26 49,7,
10/20/2001,08 18 34 44 50 54,23,
10/06/2001,08 14 19 35 42 50,39,
09/12/2001,08 13 26 35 45 51,39,
